Symbol,Company,Industry,Series,Face Value(Rs.),Purpose,Ex-Date,Record Date,BC Start Date,BC End Date,No Delivery Start Date,No Delivery End Date
WSTCSTPAPR,West Coast Paper Mills Limited,-,EQ,2, Annual General Meeting/Dividend - Rs 5 Per Share,22-Jul-19,-,24-Jul-19,08-Aug-19,-,-
ICICIBANK,ICICI Bank Limited,-,EQ,2, Annual General Meeting/Dividend - Re 1 Per Share,22-Jul-19,-,24-Jul-19,09-Aug-19,-,-
KALPATPOWR,Kalpataru Power Transmission Limited,-,EQ,2, Annual General Meeting/Dividend - Rs 3 Per Share,22-Jul-19,-,24-Jul-19,30-Jul-19,-,-
NOCIL,NOCIL Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 2.50 Per Share,22-Jul-19,-,24-Jul-19,30-Jul-19,-,-
BLUEDART,Blue Dart Express Limited,-,EQ,10, Annual General Meeting/ Dividend - 12.50 Per Share,22-Jul-19,-,24-Jul-19,31-Jul-19,-,-
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,-,EQ,2, Annual General Meeting/Dividend - Re 0.40 Per Share,22-Jul-19,-,24-Jul-19,30-Jul-19,-,-
REDINGTON,Redington (India) Limited,-,EQ,2, Annual General Meeting/Dividend Rs 3.30 Per Share,22-Jul-19,-,24-Jul-19,30-Jul-19,-,-
JMCPROJECT,JMC Projects (India)  Limited,-,EQ,2, Annual General Meeting/Dividend - Rs 0.70 Per Share,22-Jul-19,-,24-Jul-19,29-Jul-19,-,-
DLF,DLF Limited,-,EQ,2, Annual General Meeting/Dividend - Rs 2 Per Share,22-Jul-19,23-Jul-19,-,-,-,-
BATAINDIA,Bata India Limited,-,EQ,5, Annual General Meeting/Dividend Rs 6.25 Per Share,22-Jul-19,-,24-Jul-19,02-Aug-19,-,-
TCI,Transport Corporation of India Limited,-,EQ,2, Annual General Meeting,22-Jul-19,-,24-Jul-19,29-Jul-19,-,-
FLFL,Future Lifestyle Fashions Limited,-,EQ,2, Dividend - Rs 1.40 Per Share,22-Jul-19,23-Jul-19,-,-,-,-
CARBORUNIV,Carborundum Universal Limited,-,EQ,1, Dividend - Rs 1.25 Per Share,22-Jul-19,-,24-Jul-19,31-Jul-19,-,-
MHRIL,Mahindra Holidays & Resorts India Limited,-,EQ,10, Annual General Meeting,23-Jul-19,-,25-Jul-19,31-Jul-19,-,-
PRSMJOHNSN,Prism Johnson Limited,-,EQ,10, Annual General Meeting,23-Jul-19,-,25-Jul-19,31-Jul-19,-,-
KABRAEXTRU,Kabra Extrusion Technik Limited,-,EQ,5, Annual General Meeting,23-Jul-19,-,25-Jul-19,31-Jul-19,-,-
TCIDEVELOP,TCI Developers Limited,-,EQ,10, Annual General Meeting,23-Jul-19,-,25-Jul-19,30-Jul-19,-,-
ASHOKLEY,Ashok Leyland Limited,-,EQ,1, Annual General Meeting/ Dividend - Rs 3.10 Per Share,23-Jul-19,-,25-Jul-19,31-Jul-19,-,-
JKCEMENT,JK Cement Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 10 Per Share,23-Jul-19,-,25-Jul-19,03-Aug-19,-,-
APOLLOTYRE,Apollo Tyres Limited,-,EQ,1, Annual General Meeting/ Dividend - Rs 3.25 Per Share,23-Jul-19,-,25-Jul-19,31-Jul-19,-,-
HIKAL,Hikal Limited,-,EQ,2, Annual General Meeting/Dividend - Re 0.60 Per Share,23-Jul-19,-,25-Jul-19,01-Aug-19,-,-
HINDCOPPER,Hindustan Copper Limited,-,EQ,5, Annual General Meeting/Dividend - Rs 0.52 Per Share,23-Jul-19,-,25-Jul-19,31-Jul-19,-,-
EASTSILK,Eastern Silk Industries Limited,-,EQ,2, Annual General Meeting,23-Jul-19,-,25-Jul-19,31-Jul-19,-,-
DIXON,Dixon Technologies (India) Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 2 Per Share,23-Jul-19,-,25-Jul-19,31-Jul-19,-,-
SANGHVIMOV,Sanghvi Movers Limited,-,EQ,2, Annual General Meeting,23-Jul-19,-,25-Jul-19,08-Aug-19,-,-
TCIEXP,TCI Express Limited,-,EQ,2, Annual General Meeting/Dividend - Rs 0.60 Per Share,23-Jul-19,-,25-Jul-19,30-Jul-19,-,-
MAHLOG,Mahindra Logistics Limited,-,EQ,10, Dividend - Rs 1.8 Per Share,23-Jul-19,-,25-Jul-19,01-Aug-19,-,-
GEOJITFSL,Geojit Financial Services Limited,-,EQ,1, Annual General Meeting/Dividend - Re 1 Per Share,23-Jul-19,-,25-Jul-19,26-Jul-19,-,-
SICAGEN,Sicagen India Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 0.4 Per Share,23-Jul-19,-,25-Jul-19,31-Jul-19,-,-
SOBHA,Sobha Limited,-,EQ,10, Dividend - Rs 7 Per Share,24-Jul-19,-,26-Jul-19,26-Jul-19,-,-
ADLABS,Adlabs Entertainment Limited,-,EQ,10, Annual General Meeting,24-Jul-19,-,26-Jul-19,01-Aug-19,-,-
UFLEX,UFLEX Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 2 Per Share,24-Jul-19,-,26-Jul-19,01-Aug-19,-,-
HINDZINC,Hindustan Zinc Limited,-,EQ,2, Annual General Meeting,24-Jul-19,-,26-Jul-19,30-Jul-19,-,-
MAGMA,Magma Fincorp Limited,-,EQ,2, Annual General Meeting/Dividend - Rs 0.80 Per Share,24-Jul-19,-,26-Jul-19,01-Aug-19,-,-
BLBLIMITED,BLB Limited,-,EQ,1, Annual General Meeting,24-Jul-19,-,26-Jul-19,26-Jul-19,-,-
EICHERMOT,Eicher Motors Limited,-,EQ,10, Annual General Meeting/ Dividend - Rs 125 Per Share,24-Jul-19,-,26-Jul-19,01-Aug-19,-,-
GREENPOWER,Orient Green Power Company Limited,-,EQ,10, Annual General Meeting,24-Jul-19,-,26-Jul-19,05-Aug-19,-,-
MOTILALOFS,Motilal Oswal Financial Services Limited,-,EQ,1, Dividend - Rs 4.50 Per Sh,24-Jul-19,25-Jul-19,-,-,-,-
THANGAMAYL,Thangamayil Jewellery Limited,-,EQ,10, Annual General Meeting/Dividend Rs 5.00 Per Share,24-Jul-19,-,26-Jul-19,01-Aug-19,-,-
ORIENTCEM,Orient Cement Limited,-,EQ,1, Annual General Meeting/Dividend - Re 0.75 Per Share,24-Jul-19,-,26-Jul-19,01-Aug-19,-,-
VMART,V-Mart Retail Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 1.70 Per Share,24-Jul-19,-,26-Jul-19,05-Aug-19,-,-
NLCINDIA,NLC India Limited,-,EQ,10, Annual General Meeting,24-Jul-19,-,26-Jul-19,01-Aug-19,-,-
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,-,EQ,1, Annual General Meeting/ Dividend - Re 0.65 Per Share,24-Jul-19,-,26-Jul-19,01-Aug-19,-,-
LT,Larsen & Toubro Limited,-,EQ,2, Annual General Meeting/Dividend - Rs 18 Per Share,24-Jul-19,-,26-Jul-19,01-Aug-19,-,-
MUKANDENGG,Mukand Engineers Limited,-,EQ,10, Annual General Meeting,25-Jul-19,-,27-Jul-19,08-Aug-19,-,-
ELGIEQUIP,Elgi Equipments Limited,-,EQ,1, Annual General Meeting/ Dividend - Rs 1.30 Per Share,25-Jul-19,-,27-Jul-19,02-Aug-19,-,-
BAJAJELEC,Bajaj Electricals Limited,-,EQ,2, Annual General Meeting/Dividend Rs 3.50 Per Share,25-Jul-19,-,27-Jul-19,07-Aug-19,-,-
NELCAST,Nelcast Limited,-,EQ,2, Dividend - Re 1 Per Share,25-Jul-19,-,27-Jul-19,01-Aug-19,-,-
TATACOMM,Tata Communications Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 4.50 Per Share,25-Jul-19,-,27-Jul-19,02-Aug-19,-,-
XPROINDIA,Xpro India Limited,-,EQ,10, Annual General Meeting,25-Jul-19,-,27-Jul-19,03-Aug-19,-,-
THERMAX,Thermax Limited,-,EQ,2, Annual General Meeting/Dividend Rs 7 Per Share,25-Jul-19,27-Jul-19,-,-,-,-
ALKALI,Alkali Metals Limited,-,EQ,10, Annual General Meeting/ Dividend - Rs 1.20 Per Share,25-Jul-19,-,28-Jul-19,03-Aug-19,-,-
EXIDEIND,Exide Industries Limited,-,EQ,1, Annual General Meeting/Dividend - Re 0.80 Per Share,25-Jul-19,-,27-Jul-19,03-Aug-19,-,-
MUKANDLTD,Mukand Limited,-,EQ,10, Annual General Meeting,25-Jul-19,-,27-Jul-19,08-Aug-19,-,-
NATNLSTEEL,National Steel And Agro Industries Limited,-,EQ,10, Annual General Meeting,25-Jul-19,-,27-Jul-19,06-Aug-19,-,-
INSECTICID,Insecticides (India) Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 2 Per Share,25-Jul-19,-,27-Jul-19,02-Aug-19,-,-
FSL,Firstsource Solutions Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 2 Per Share,25-Jul-19,-,27-Jul-19,02-Aug-19,-,-
CADILAHC,Cadila Healthcare Limited,-,EQ,1, Annual General Meeting/Dividend - Rs 3.50 Per Share,25-Jul-19,-,29-Jul-19,09-Aug-19,-,-
GAEL,Gujarat Ambuja Exports Limited,-,EQ,2, Annual General Meeting/Dividend - Re 1 Per Share,25-Jul-19,-,27-Jul-19,03-Aug-19,-,-
MRO-TEK,MRO-TEK Realty Limited,-,EQ,5, Annual General Meeting,25-Jul-19,-,27-Jul-19,02-Aug-19,-,-
TECHM,Tech Mahindra Limited,-,EQ,5, Annual General Meeting/Dividend Rs 14 Per Share,25-Jul-19,-,27-Jul-19,31-Jul-19,-,-
BOMDYEING,Bombay Dyeing & Mfg Company Limited,-,EQ,2, Dividend - Rs 1.50 Per Share,25-Jul-19,-,27-Jul-19,05-Aug-19,-,-
ZODIACLOTH,Zodiac Clothing Company Limited,-,EQ,10, Dividend - Re 1 Per Share,25-Jul-19,-,27-Jul-19,05-Aug-19,-,-
GSKCONS,GlaxoSmithKline Consumer Healthcare Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 105 Per Share,25-Jul-19,-,27-Jul-19,02-Aug-19,-,-
ASTRAL,Astral Poly Technik Limited,-,EQ,1, Annual General Meeting/Dividend - Rs 0.40 Per Sh,25-Jul-19,-,27-Jul-19,02-Aug-19,-,-
MAWANASUG,Mawana Sugars Limited,-,EQ,10, Annual General Meeting,25-Jul-19,-,27-Jul-19,02-Aug-19,-,-
AHLEAST,Asian Hotels (East) Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 2.5 Per Share,25-Jul-19,-,27-Jul-19,05-Aug-19,-,-
ZENSARTECH,Zensar Technologies Limited,-,EQ,2, Annual General Meeting/ Dividend - Rs 1.80 Per Share,25-Jul-19,-,29-Jul-19,05-Aug-19,-,-
84GS2024,GOVERNMENT OF INDIA,-,GS,100, Interest Payment,25-Jul-19,26-Jul-19,-,-,-,-
HATSUN,Hatsun Agro Product Limited,-,EQ,1, Interim Dividend - Rs 2 Per Share,25-Jul-19,26-Jul-19,-,-,-,-
TECHIN,Techindia Nirman Limited,-,EQ,10, Annual General Meeting,25-Jul-19,-,29-Jul-19,03-Aug-19,-,-
CAMLINFINE,Camlin Fine Sciences Limited,-,EQ,1, Annual General Meeting,25-Jul-19,-,27-Jul-19,02-Aug-19,-,-
WELENT,Welspun Enterprises Limited,-,EQ,10, Dividend - Rs 2 Per Share,25-Jul-19,-,27-Jul-19,29-Jul-19,-,-
EQUITAS,Equitas Holdings Limited,-,EQ,10, Annual General Meeting,25-Jul-19,-,27-Jul-19,02-Aug-19,-,-
GODREJAGRO,Godrej Agrovet Limited,-,EQ,10, Annual General Meeting/ Dividend  - Rs 4.50 Per Share,25-Jul-19,-,27-Jul-19,02-Aug-19,-,-
CGCL,Capri Global Capital Limited,-,EQ,2, Annual General Meeting/Dividend - Rs 0.36 Per Share,25-Jul-19,-,27-Jul-19,02-Aug-19,-,-
AGRITECH,Agri-Tech (India) Limited,-,EQ,10, Annual General Meeting,25-Jul-19,-,29-Jul-19,03-Aug-19,-,-
IRBINVIT,IRB InvIT Fund,-,IV,102, Annual General Meeting,25-Jul-19,-,27-Jul-19,29-Jul-19,-,-
ISEC,ICICI Securities Limited,-,EQ,5, Annual General Meeting/Dividend - Rs 5.70 Per Share,25-Jul-19,-,27-Jul-19,02-Aug-19,-,-
FSC,Future Supply Chain Solutions Limited,-,EQ,10, Dividend - Rs 1.25 Per Share,25-Jul-19,26-Jul-19,-,-,-,-
FINEORG,Fine Organic Industries Limited,-,EQ,5, Annual General Meeting/Dividend - Rs 7 Per Share,25-Jul-19,-,27-Jul-19,30-Jul-19,-,-
VBL,Varun Beverages Limited,-,EQ,10, Bonus 1:2,25-Jul-19,27-Jul-19,-,-,-,-
UJJIVAN,Ujjivan Financial Services Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 0.45 Per Share,25-Jul-19,-,27-Jul-19,02-Aug-19,-,-
DFMFOODS,DFM Foods Limited,-,EQ,2, Dividend - Rs 1.25 Per Share,25-Jul-19,-,27-Jul-19,13-Aug-19,-,-
732GS2024,GOVERNMENT OF INDIA,-,GS,100, Interest Payment,25-Jul-19,26-Jul-19,-,-,-,-
CREDITACC,CREDITACCESS GRAMEEN LIMITED,-,EQ,10, Annual General Meeting,25-Jul-19,-,27-Jul-19,01-Aug-19,-,-
EXPLEOSOL,Expleo Solutions Limited,-,EQ,10, Annual General Meeting,25-Jul-19,-,27-Jul-19,31-Jul-19,-,-
MAXINDIA,Max India Limited,-,EQ,2, Annual General Meeting,25-Jul-19,-,27-Jul-19,02-Aug-19,-,-
SRF,SRF Limited,-,EQ,10, Annual General Meeting,26-Jul-19,-,30-Jul-19,05-Aug-19,-,-
BSE,BSE Limited,-,EQ,2, Buyback,26-Jul-19,29-Jul-19,-,-,-,-
BRIGADE,Brigade Enterprises Limited,-,EQ,10, Dividend - Rs 2 Per Share,26-Jul-19,29-Jul-19,-,-,-,-
IGPL,IG Petrochemicals Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 4 Per Share,26-Jul-19,-,30-Jul-19,31-Jul-19,-,-
NESCO,Nesco Limited,-,EQ,2, Annual General Meeting/Dividend - Rs 2.50 Per Share,26-Jul-19,-,30-Jul-19,05-Aug-19,-,-
ADANIPORTS,Adani Ports and Special Economic Zone Limited,-,EQ,2, Annual General Meeting/Dividend - Rs 0.20 Per Share,26-Jul-19,-,30-Jul-19,06-Aug-19,-,-
AARTIDRUGS,Aarti Drugs Limited,-,EQ,10, Annual General Meeting/Dividend - Re 1 Per Share,26-Jul-19,-,30-Jul-19,06-Aug-19,-,-
ALKYLAMINE,Alkyl Amines Chemicals Limited,-,EQ,5, Annual General Meeting/Dividend - Rs 8 Per Share,26-Jul-19,-,30-Jul-19,06-Aug-19,-,-
VINYLINDIA,Vinyl Chemicals (India) Limited,-,EQ,1, Annual General Meeting/Dividend - Rs 2.40 Per Share,26-Jul-19,-,30-Jul-19,05-Aug-19,-,-
VINDHYATEL,Vindhya Telelinks Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 12 Per Share,26-Jul-19,-,30-Jul-19,05-Aug-19,-,-
ENIL,Entertainment Network (India) Limited,-,EQ,10, Annual General Meeting/Dividend - Re 1 Per Share,26-Jul-19,-,30-Jul-19,05-Aug-19,-,-
MENONBE,Menon Bearings Limited,-,EQ,1, Interim Dividend - Rs 1.25 Per Share,26-Jul-19,29-Jul-19,-,-,-,-
BERGEPAINT,Berger Paints (I) Limited,-,EQ,1, Annual General Meeting/Dividend - Rs 1.90 Per Share,26-Jul-19,-,30-Jul-19,05-Aug-19,-,-
ADANIGAS,Adani Gas Limited,-,EQ,1, Annual General Meeting/Dividend - Rs 0.25 Per Share,26-Jul-19,-,30-Jul-19,06-Aug-19,-,-
ARVSMART,Arvind SmartSpaces Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 1.5 Per Share,26-Jul-19,-,30-Jul-19,05-Aug-19,-,-
UNIVCABLES,Universal Cables Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 2 Per Share,26-Jul-19,-,30-Jul-19,05-Aug-19,-,-
PIDILITIND,Pidilite Industries Limited,-,EQ,1, Annual General Meeting/Dividend - Rs 6.50 Per Share,29-Jul-19,-,31-Jul-19,06-Aug-19,-,-
ADANIGREEN,Adani Green Energy Limited,-,EQ,10, Annual General Meeting,29-Jul-19,-,31-Jul-19,07-Aug-19,-,-
LUPIN,Lupin Limited,-,EQ,2, Annual General Meeting/Dividend - Rs 5 Per Share,29-Jul-19,-,31-Jul-19,07-Aug-19,-,-
KOTHARIPET,Kothari Petrochemicals Limited,-,EQ,10, Annual General Meeting/Dividend- Rs 0.50 Per Share,29-Jul-19,-,31-Jul-19,06-Aug-19,-,-
ARVIND,Arvind Limited,-,EQ,10, Dividend - Rs 2 Per Share,29-Jul-19,-,31-Jul-19,06-Aug-19,-,-
ASAHIINDIA,Asahi India Glass Limited,-,EQ,1, Annual General Meeting/Dividend Re 1 Per Share,29-Jul-19,-,31-Jul-19,06-Aug-19,-,-
SUDARSCHEM,Sudarshan Chemical Industries Limited,-,EQ,2, Dividend Rs -3.5/Special Dividend Rs 2.5 Per Share,29-Jul-19,-,31-Jul-19,07-Aug-19,-,-
BHARATGEAR,Bharat Gears Limited,-,EQ,10, Dividend - Re 1 Per Share,29-Jul-19,30-Jul-19,-,-,-,-
MINDAIND,Minda Industries Limited,-,EQ,2, Annual General Meeting/Dividend - Rs 0.65 Per Share,29-Jul-19,-,31-Jul-19,06-Aug-19,-,-
WEIZMANIND,Weizmann Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 0.50 Per Share,29-Jul-19,-,31-Jul-19,06-Aug-19,-,-
HCLTECH,HCL Technologies Limited,-,EQ,2, Annual General Meeting,29-Jul-19,-,31-Jul-19,02-Aug-19,-,-
ADANIENT,Adani Enterprises Limited,-,EQ,1, Annual General Meeting/Dividend - Rs 0.40 Per Share,29-Jul-19,-,31-Jul-19,07-Aug-19,-,-
KARMAENG,Karma Energy Limited,-,EQ,10, Annual General Meeting,29-Jul-19,30-Jul-19,-,-,-,-
BIRLACABLE,Birla Cable Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 2 Per Share,29-Jul-19,-,31-Jul-19,06-Aug-19,-,-
TITAN,Titan Company Limited,-,EQ,1, Annual General Meeting/ Dividend - Rs 5 Per Share,29-Jul-19,-,31-Jul-19,06-Aug-19,-,-
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,-,EQ,10, Annual General Meeting,29-Jul-19,-,31-Jul-19,07-Aug-19,-,-
RGL,Renaissance Global Limited,-,EQ,10, Annual General Meeting,29-Jul-19,-,31-Jul-19,07-Aug-19,-,-
KTKBANK,The Karnataka Bank Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 3.50 Per Share,29-Jul-19,-,31-Jul-19,07-Aug-19,-,-
DECCANCE,Deccan Cements Limited,-,EQ,5, Annual General Meeting/Dividend - Rs 3.75 Per Share,30-Jul-19,-,01-Aug-19,07-Aug-19,-,-
ENDURANCE,Endurance Technologies Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 5.50 Per Share,30-Jul-19,-,01-Aug-19,08-Aug-19,-,-
KCP,KCP Limited,-,EQ,1, Annual General Meeting/Dividend - Re 1 Per Share,30-Jul-19,-,01-Aug-19,07-Aug-19,-,-
HIRECT,Hind Rectifiers Limited,-,EQ,2, Annual General Meeting/Dividend Rs 0.40 Per Share,30-Jul-19,-,01-Aug-19,08-Aug-19,-,-
HONDAPOWER,Honda Siel Power Products Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 10 Per Share,30-Jul-19,-,01-Aug-19,07-Aug-19,-,-
NIITLTD,NIIT Limited,-,EQ,2, Annual General Meeting/Dividend - Rs 5 Per Share,30-Jul-19,-,01-Aug-19,13-Aug-19,-,-
KOTARISUG,Kothari Sugars And Chemicals Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 0.50 Per Share,30-Jul-19,-,01-Aug-19,07-Aug-19,-,-
TNPETRO,Tamilnadu PetroProducts Limited,-,EQ,10, Annual General Meeting/Dividend Re 1 Per Share,30-Jul-19,-,01-Aug-19,05-Aug-19,-,-
DHANUKA,Dhanuka Agritech Limited,-,EQ,2, Annual General Meeting/Dividend - Rs 0.60 Per Share,30-Jul-19,-,01-Aug-19,12-Aug-19,-,-
SONATSOFTW,Sonata Software Limited,-,EQ,1, Annual General Meeting/Dividend - Rs 8 Per Share,30-Jul-19,-,01-Aug-19,07-Aug-19,-,-
ADANIPOWER,Adani Power Limited,-,EQ,10, Annual General Meeting,30-Jul-19,-,01-Aug-19,08-Aug-19,-,-
LAOPALA,La Opala RG Limited,-,EQ,2, Dividend - Rs 1.20 Per Share,30-Jul-19,-,01-Aug-19,10-Aug-19,-,-
MANALIPETC,Manali Petrochemicals Limited,-,EQ,5, Annual General Meeting/Dividend Rs 0.75 Per Share,30-Jul-19,-,01-Aug-19,05-Aug-19,-,-
GPPL,Gujarat Pipavav Port Limited,-,EQ,10, Annual General Meeting/ Dividend - Rs 1.80 Per Share,30-Jul-19,-,01-Aug-19,08-Aug-19,-,-
MAJESCO,Majesco Limited,-,EQ,5, Annual General Meeting/Dividend - Rs 1.50 Per Share,30-Jul-19,-,01-Aug-19,06-Aug-19,-,-
MATRIMONY,Matrimony.Com Limited,-,EQ,5, Dividend - Rs 1.50 Per Share,30-Jul-19,31-Jul-19,-,-,-,-
ANUP,The Anup Engineering Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 7 Per Share,30-Jul-19,-,01-Aug-19,07-Aug-19,-,-
BSOFT,BIRLASOFT LIMITED,-,EQ,2, Annual General Meeting/Dividend - Rs 2 Per Share,30-Jul-19,31-Jul-19,-,-,-,-
ADANITRANS,Adani Transmission Limited,-,EQ,10, Annual General Meeting,30-Jul-19,-,01-Aug-19,08-Aug-19,-,-
AVANTIFEED,Avanti Feeds Limited,-,EQ,1, Annual General Meeting/Dividend - Rs 4 Per Share,30-Jul-19,-,01-Aug-19,09-Aug-19,-,-
GILLANDERS,Gillanders Arbuthnot & Company Limited,-,EQ,10, Annual General Meeting,30-Jul-19,-,01-Aug-19,09-Aug-19,-,-
PGEL,PG Electroplast Limited,-,EQ,10, Annual General Meeting,31-Jul-19,-,02-Aug-19,09-Aug-19,-,-
KHADIM,Khadim India Limited,-,EQ,10, Annual General Meeting/Dividend - Re 1 Per Share,31-Jul-19,-,02-Aug-19,08-Aug-19,-,-
SPIC,Southern Petrochemicals Industries Corporation  Limited,-,EQ,10, Annual General Meeting,31-Jul-19,-,02-Aug-19,08-Aug-19,-,-
EMAMILTD,Emami Limited,-,EQ,1, Annual General Meeting/Dividend - Rs 4 Per Share,31-Jul-19,-,02-Aug-19,08-Aug-19,-,-
CIPLA,Cipla Limited,-,EQ,2, Annual General Meeting/Dividend - Rs 3 Per Share,31-Jul-19,-,02-Aug-19,16-Aug-19,-,-
OFSS,Oracle Financial Services Software Limited,-,EQ,5, Annual General Meeting,31-Jul-19,-,02-Aug-19,08-Aug-19,-,-
IVP,IVP Limited,-,EQ,10, Annual General Meeting/Dividend - Re 1 Per Share,31-Jul-19,-,02-Aug-19,08-Aug-19,-,-
ITDCEM,ITD Cementation India Limited,-,EQ,1, Annual General Meeting/Dividend - Rs 0.40 Per Share,31-Jul-19,-,02-Aug-19,09-Aug-19,-,-
APARINDS,Apar Industries Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 9.50 Per Share,31-Jul-19,-,02-Aug-19,08-Aug-19,-,-
GESHIP,The Great Eastern Shipping Company Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 5.40 Per Share,31-Jul-19,-,02-Aug-19,08-Aug-19,-,-
RAMCOIND,Ramco Industries Limited,-,EQ,1, Annual General Meeting/Dividend Rs 0.50 Per Sh,31-Jul-19,01-Aug-19,-,-,-,-
KIRLOSIND,Kirloskar Industries Limited,-,EQ,10, Annual General Meeting/ Dividend - Rs 21 Per Share,31-Jul-19,-,02-Aug-19,08-Aug-19,-,-
UGARSUGAR,The Ugar Sugar Works Limited,-,EQ,1, Annual General Meeting,31-Jul-19,-,02-Aug-19,14-Aug-19,-,-
DREDGECORP,Dredging Corporation of India Limited,-,EQ,10, Dividend - Rs 3 Per Share,31-Jul-19,-,02-Aug-19,08-Aug-19,-,-
GREAVESCOT,Greaves Cotton Limited,-,EQ,2, Annual General Meeting,31-Jul-19,-,02-Aug-19,08-Aug-19,-,-
CLNINDIA,Clariant Chemicals (India) Limited,-,EQ,10, Annual General Meeting/ Dividend - Rs 5 Per Share,31-Jul-19,-,02-Aug-19,08-Aug-19,-,-
SHREECEM,SHREE CEMENT LIMITED,-,EQ,10, Dividend - Rs 35 Per Share,31-Jul-19,-,02-Aug-19,09-Aug-19,-,-
RANEHOLDIN,Rane Holdings Limited,-,EQ,10, Dividend - Rs 11 Per Share,31-Jul-19,01-Aug-19,-,-,-,-
CUMMINSIND,Cummins India Limited,-,EQ,2, Annual General Meeting/Dividend Rs 10 Per Share,31-Jul-19,-,02-Aug-19,07-Aug-19,-,-
AKZOINDIA,Akzo Nobel India Limited,-,EQ,10, Dividend - Rs 24 Per Share,31-Jul-19,-,02-Aug-19,08-Aug-19,-,-
808GS2022,GOVERNMENT OF INDIA,-,GS,100, Interest Payment,31-Jul-19,01-Aug-19,-,-,-,-
826GS2027,GOVERNMENT OF INDIA,-,GS,100, Interest Payment,31-Jul-19,01-Aug-19,-,-,-,-
832GS2032,GOVERNMENT OF INDIA,-,GS,100, Interest Payment,31-Jul-19,01-Aug-19,-,-,-,-
INEOSSTYRO,INEOS Styrolution India Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 2 Per Share,31-Jul-19,-,02-Aug-19,08-Aug-19,-,-
THOMASCOOK,Thomas Cook  (India)  Limited,-,EQ,1, Annual General Meeting/ Dividend - Re 0.375 Per Share,31-Jul-19,-,02-Aug-19,09-Aug-19,-,-
RAMCOCEM,The Ramco Cements Limited,-,EQ,1, Annual General Meeting/Dividend Rs 3 Per Sh,31-Jul-19,01-Aug-19,-,-,-,-
BANARBEADS,Banaras Beads Limited,-,EQ,10, Annual General Meeting,31-Jul-19,-,02-Aug-19,08-Aug-19,-,-
SEPOWER,S.E. Power Limited,-,EQ,10, Annual General Meeting,31-Jul-19,-,02-Aug-19,08-Aug-19,-,-
ASPINWALL,Aspinwall and Company Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 3 Per Share,31-Jul-19,-,02-Aug-19,08-Aug-19,-,-
SUBROS,Subros Limited,-,EQ,2, Dividend Rs - 1.30 Per Share,31-Jul-19,-,02-Aug-19,09-Aug-19,-,-
CCL,CCL Products (India) Limited,-,EQ,2, Annual General Meeting/Dividend - Rs 1.75 Per Share,01-Aug-19,-,03-Aug-19,07-Aug-19,-,-
NACLIND,NACL Industries Limited,-,EQ,1, Annual General Meeting,01-Aug-19,-,03-Aug-19,14-Aug-19,-,-
NRBBEARING,NRB Bearing Limited,-,EQ,2, Annual General Meeting/Dividend - Rs 2.60 Per Share,01-Aug-19,-,03-Aug-19,09-Aug-19,-,-
NBVENTURES,Nava Bharat Ventures Limited,-,EQ,2, Annual General Meeting/Dividend- Rs 1.50 Per Share,01-Aug-19,-,03-Aug-19,08-Aug-19,-,-
SAKSOFT,Saksoft Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 3 Per Share,01-Aug-19,-,03-Aug-19,12-Aug-19,-,-
HONAUT,Honeywell Automation India Limited,-,EQ,10, Dividend - Rs 45 Per Share,01-Aug-19,02-Aug-19,-,-,-,-
PFIZER,Pfizer Limited,-,EQ,10, Dividend - Rs 22.50 Per Share,01-Aug-19,-,03-Aug-19,09-Aug-19,-,-
